# k  E(k)  (isotropic 3D shell-averaged)
0.000000000000000000e+00 4.353236784396773990e-37
1.000000000000000000e+00 9.886644671244215614e-30
2.000000000000000000e+00 1.138120558664507988e-02
3.000000000000000000e+00 1.491556074092254902e-03
4.000000000000000000e+00 2.728857575388318919e-03
5.000000000000000000e+00 2.229343402372624319e-03
6.000000000000000000e+00 1.180561604151308735e-03
7.000000000000000000e+00 1.630732444794489623e-03
8.000000000000000000e+00 6.613373341948450973e-04
9.000000000000000000e+00 6.255774266140384657e-04
1.000000000000000000e+01 5.885473924622735371e-04
1.100000000000000000e+01 5.702136857858936458e-04
1.200000000000000000e+01 3.316356142470840694e-04
1.300000000000000000e+01 4.224728401040291114e-04
1.400000000000000000e+01 2.964611698572798049e-04
1.500000000000000000e+01 3.003352880368343912e-04
1.600000000000000000e+01 2.378176761743328645e-04
1.700000000000000000e+01 2.102877496688017550e-04
1.800000000000000000e+01 1.380310335642099444e-04
1.900000000000000000e+01 1.441866372351307429e-04
2.000000000000000000e+01 1.524183066441362204e-04
2.100000000000000000e+01 9.010316949612648591e-05
2.200000000000000000e+01 9.434010851455231893e-05
2.300000000000000000e+01 7.553857343440695401e-05
2.400000000000000000e+01 6.974727827489122969e-05
2.500000000000000000e+01 5.301099387756862596e-05
2.600000000000000000e+01 6.693191312719030223e-05
2.700000000000000000e+01 5.770021568837021311e-05
2.800000000000000000e+01 3.877014075618137183e-05
2.900000000000000000e+01 3.736707096691586623e-05
3.000000000000000000e+01 2.971088058596677015e-05
3.100000000000000000e+01 3.161751112694267653e-05
3.200000000000000000e+01 2.701067120190526777e-05
3.300000000000000000e+01 2.904624376339431615e-05
3.400000000000000000e+01 2.171194775114900719e-05
3.500000000000000000e+01 2.099983562599472335e-05
3.600000000000000000e+01 1.777505658996828512e-05
3.700000000000000000e+01 1.722619391000969308e-05
3.800000000000000000e+01 1.276343926806739184e-05
3.900000000000000000e+01 1.254835679571466804e-05
4.000000000000000000e+01 1.177518315666958106e-05
4.100000000000000000e+01 1.197373184893044678e-05
4.200000000000000000e+01 8.531789947426488978e-06
4.300000000000000000e+01 9.210687811681956926e-06
4.400000000000000000e+01 8.672008910208373988e-06
4.500000000000000000e+01 6.106782954558373776e-06
4.600000000000000000e+01 6.031505379951665982e-06
4.700000000000000000e+01 5.466825850026523432e-06
4.800000000000000000e+01 5.057159524668205415e-06
4.900000000000000000e+01 4.377830939837433879e-06
5.000000000000000000e+01 4.136964340524036601e-06
5.100000000000000000e+01 3.758114708537290421e-06
5.200000000000000000e+01 3.236284107180840993e-06
5.300000000000000000e+01 2.708936439157443264e-06
5.400000000000000000e+01 2.604032210072560364e-06
5.500000000000000000e+01 2.393082794028387524e-06
5.600000000000000000e+01 2.194021728280279096e-06
5.700000000000000000e+01 1.938167033463736226e-06
5.800000000000000000e+01 1.918273830521015955e-06
5.900000000000000000e+01 1.516956962303308513e-06
6.000000000000000000e+01 1.455212467655268150e-06
6.100000000000000000e+01 1.364827807872469147e-06
6.200000000000000000e+01 1.185639534810282700e-06
6.300000000000000000e+01 1.114374006937335360e-06
6.400000000000000000e+01 1.086051631292647396e-06
6.500000000000000000e+01 9.807000809993149254e-07
6.600000000000000000e+01 8.511112666717107748e-07
6.700000000000000000e+01 7.266483327200150061e-07
6.800000000000000000e+01 5.989194887613782901e-07
6.900000000000000000e+01 4.748920975072322564e-07
7.000000000000000000e+01 3.857350604245163285e-07
7.100000000000000000e+01 3.295551780171296788e-07
7.200000000000000000e+01 2.777068120092057587e-07
7.300000000000000000e+01 2.133066361069810507e-07
7.400000000000000000e+01 1.856324727052734296e-07
7.500000000000000000e+01 1.520987167427090010e-07
7.600000000000000000e+01 1.212343441613513485e-07
7.700000000000000000e+01 1.083431419480607123e-07
7.800000000000000000e+01 8.709649283794602991e-08
7.900000000000000000e+01 6.850628237314359170e-08
8.000000000000000000e+01 5.713257199926692808e-08
8.100000000000000000e+01 4.906110435420364028e-08
8.200000000000000000e+01 4.634592488354915219e-08
8.300000000000000000e+01 3.413807866039692952e-08
8.400000000000000000e+01 3.265476551518330375e-08
8.500000000000000000e+01 2.321464685300735790e-08
8.600000000000000000e+01 1.793988113719706872e-08
8.700000000000000000e+01 1.815402812602048387e-08
8.800000000000000000e+01 1.270942828418338759e-08
8.900000000000000000e+01 1.049699216995390713e-08
9.000000000000000000e+01 1.037593512506935676e-08
9.100000000000000000e+01 6.921590520823487790e-09
9.200000000000000000e+01 4.687228154726024449e-09
9.300000000000000000e+01 3.422822473245029146e-09
9.400000000000000000e+01 2.239817921512251662e-09
9.500000000000000000e+01 1.552878367573465358e-09
9.600000000000000000e+01 1.086872771247092776e-09
9.700000000000000000e+01 7.437432049342672305e-10
9.800000000000000000e+01 4.874654548135342495e-10
9.900000000000000000e+01 3.347427725624616166e-10
1.000000000000000000e+02 1.948320692806857364e-10
1.010000000000000000e+02 1.413219802747087126e-10
1.020000000000000000e+02 7.203635780390093385e-11
1.030000000000000000e+02 2.896375534608715208e-11
1.040000000000000000e+02 1.738903040327033620e-11
1.050000000000000000e+02 8.774056492869276479e-12
1.060000000000000000e+02 6.436047519173591403e-12
1.070000000000000000e+02 9.890131162660237012e-13
1.080000000000000000e+02 1.356653506025293423e-13
1.090000000000000000e+02 4.406112625115122063e-14
1.100000000000000000e+02 9.198322026369417538e-36
1.110000000000000000e+02 2.279745444613296440e-39
